customer_id, gender, senior_citizen, partner, dependents, tenure_months, phone_service, multiple_lines  , internet_service, online_security    , online_backup      , device_protection  , tech_support       , streaming_tv       , streaming_movies   , contract_type , paperless_billing, payment_method           , monthly_charges, total_charges, churn, churn_rate, churn_score_target, cltv, churn_reason                             , count, country      , state     , city                  , zip_code, lat_long                , latitude , longitude  , age, under_30, married, referred_a_friend, number_of_referrals, offer  , avg_monthly_long_distance_charges, avg_monthly_gb_download, streaming_music, premium_tech_support, unlimited_data, total_refunds, total_extra_data_charges, total_long_distance_charges, total_revenue        , customer_status, churn_score_1, churn_category , satisfaction_level, service_count, open_issue_count, close_issue_count, support_interaction_count, resolution_status_open_closed
2344-JMOGN , Male  ,              0, Yes    , No        ,             9, Yes          , No              , Fiber optic     , No                 , Yes                , Yes                , Yes                , Yes                , No                 , Month-to-month, Yes              , Mailed check             ,           94.85,        890.6 , Yes  ,          1,                 72, 3016, Don't know                               ,     1, United States, California, Buttonwillow          ,    93206, "35.451402, -119.488413", 35.451402, -119.488413,  54, No      , Yes    , Yes              ,                   1, None   ,                             17.47,                       6, No             , Yes                 , Yes           ,          0.0 ,                        0,        157.23              ,  1047.83             , Churned        ,            72, Other          , Low               ,             1,                7,                 0,                         7, Resolved
8835-VSDSE , Female,              0, Yes    , No        ,             2, Yes          , No              , Fiber optic     , No                 , No                 , No                 , No                 , No                 , No                 , Month-to-month, Yes              , Electronic check         ,           70.7 ,        141.45, Yes  ,          1,                 86, 4559, Competitor had better devices            ,     1, United States, California, Johannesburg          ,    93528, "35.363339, -117.637641", 35.363339, -117.637641,  28, Yes     , Yes    , Yes              ,                   1, Offer E,                              9.76,                      27, No             , No                  , Yes           ,          0.0 ,                        0,         19.52              ,   160.97             , Churned        ,            86, Competitor     , Low               ,             1,                8,                 1,                         9, Resolved
8199-ZLLSA , Male  ,              0, No     , No        ,            67, Yes          , Yes             , Fiber optic     , Yes                , Yes                , Yes                , Yes                , Yes                , Yes                , One year      , Yes              , Bank transfer (automatic),          118.35,       7804.15, Yes  ,          1,                 91, 6255, Competitor had better devices            ,     1, United States, California, Tujunga               ,    91042, "34.296574, -118.244839", 34.296574, -118.244839,  53, No      , No     , No               ,                   0, None   ,                             22.66,                      27, Yes            , Yes                 , Yes           ,          0.0 ,                        0,       1518.22              ,  9322.37             , Churned        ,            91, Competitor     , Low               ,             1,                9,                 0,                         9, Resolved
2027-OAQQC , Female,              0, No     , No        ,            43, No           , No phone service, DSL             , No                 , No                 , Yes                , No                 , Yes                , Yes                , Month-to-month, Yes              , Bank transfer (automatic),           49.05,       2076.2 , Yes  ,          1,                 92, 4044, Competitor offered more data             ,     1, United States, California, Aptos                 ,    95003, "37.013471, -121.877877", 37.013471, -121.877877,  64, No      , No     , No               ,                   0, Offer B,                              0.0 ,                      12, Yes            , No                  , Yes           ,         20.29,                        0,          0.0               ,  2055.91             , Churned        ,            92, Competitor     , Low               ,             1,                9,                 0,                         9, Resolved
0420-BWTPW , Male  ,              0, No     , Yes       ,             8, No           , No phone service, DSL             , No                 , No                 , No                 , No                 , No                 , No                 , Month-to-month, No               , Mailed check             ,           25.5 ,        215.2 , Yes  ,          1,                 78, 5578, Attitude of support person               ,     1, United States, California, Chula Vista           ,    91910, "32.636792, -117.054989", 32.636792, -117.054989,  40, No      , No     , No               ,                   0, None   ,                              0.0 ,                      16, No             , No                  , Yes           ,          0.0 ,                        0,          0.0               ,   215.2              , Churned        ,            78, Attitude       , Low               ,             1,                7,                 1,                         8, NotResolved
2359-QWQUL , Female,              0, Yes    , No        ,            39, Yes          , No              , Fiber optic     , Yes                , No                 , Yes                , Yes                , Yes                , Yes                , One year      , Yes              , Credit card (automatic)  ,          104.7 ,       4134.85, Yes  ,          1,                 68, 2371, Competitor made better offer             ,     1, United States, California, Los Angeles           ,    90058, "34.001617, -118.222274", 34.001617, -118.222274,  35, No      , Yes    , Yes              ,                   1, None   ,                              9.51,                       7, Yes            , Yes                 , Yes           ,          0.0 ,                        0,        370.89              ,  4505.740000000001   , Churned        ,            68, Competitor     , Low               ,             1,                6,                 0,                         6, Resolved
0859-YGKFW , Male  ,              0, Yes    , Yes       ,            18, Yes          , No              , No              , No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, One year      , No               , Bank transfer (automatic),           20.05,        345.9 , No   ,          0,                 63, 4458,                                          ,     1, United States, California, Olivehurst            ,    95961, "39.082568, -121.55325 ", 39.082568, -121.55325 ,  56, No      , Yes    , Yes              ,                   1, Offer D,                             28.06,                       0, No             , No                  , No            ,          0.0 ,                        0,        505.08              ,   850.98             , Stayed         ,            63, 0              , High              ,             1,                6,                 1,                         7, NotResolved
6339-RZCBJ , Male  ,              0, No     , No        ,            48, Yes          , No              , DSL             , No                 , Yes                , Yes                , Yes                , Yes                , Yes                , Two year      , No               , Credit card (automatic)  ,           78.9 ,       3771.5 , No   ,          0,                 47, 4063,                                          ,     1, United States, California, Colton                ,    92324, "34.030915, -117.273201", 34.030915, -117.273201,  45, No      , No     , No               ,                   0, None   ,                              3.59,                      10, Yes            , Yes                 , Yes           ,          0.0 ,                        0,        172.32              ,  3943.82             , Stayed         ,            47, 0              , High              ,             1,                0,                 5,                         5, Resolved
1212-GLHMD , Male  ,              0, No     , No        ,             3, Yes          , No              , Fiber optic     , Yes                , No                 , No                 , No                 , No                 , Yes                , Month-to-month, Yes              , Mailed check             ,           86.05,        244.85, No   ,          0,                 37, 2500,                                          ,     1, United States, California, San Joaquin           ,    93660, "36.600193, -120.153393", 36.600193, -120.153393,  54, No      , No     , No               ,                   0, Offer E,                             18.26,                      29, Yes            , No                  , Yes           ,          0.0 ,                        0,         54.78              ,   299.63             , Joined         ,            37, 0              , High              ,             1,                1,                 4,                         5, Resolved
7927-AUXBZ , Female,              0, No     , No        ,            30, Yes          , No              , Fiber optic     , No                 , No                 , No                 , Yes                , Yes                , No                 , Month-to-month, No               , Electronic check         ,           85.15,       2555.9 , Yes  ,          1,                 76, 4417, Attitude of support person               ,     1, United States, California, Sun City              ,    92586, "33.707483, -117.200006", 33.707483, -117.200006,  45, No      , No     , No               ,                   0, Offer C,                              9.34,                       8, No             , Yes                 , Yes           ,          0.0 ,                        0,        280.2               ,  2836.1              , Churned        ,            76, Attitude       , Low               ,             1,                7,                 1,                         8, Resolved
6235-VDHOM , Female,              1, No     , No        ,             5, No           , No phone service, DSL             , No                 , Yes                , No                 , No                 , No                 , No                 , Month-to-month, No               , Electronic check         ,           28.45,        131.05, Yes  ,          1,                 89, 4099, Limited range of services                ,     1, United States, California, Riverside             ,    92509, "34.004379, -117.447864", 34.004379, -117.447864,  77, No      , No     , No               ,                   0, Offer E,                              0.0 ,                      26, No             , No                  , Yes           ,          0.0 ,                        0,          0.0               ,   131.05             , Churned        ,            89, Dissatisfaction, Low               ,             1,                8,                 0,                         8, Resolved
6769-DYBQN , Male  ,              1, No     , No        ,            46, Yes          , No              , Fiber optic     , Yes                , No                 , No                 , No                 , No                 , Yes                , Month-to-month, No               , Electronic check         ,           85.0 ,       3969.4 , Yes  ,          1,                 71, 2097, Attitude of support person               ,     1, United States, California, Clearlake             ,    95422, "38.965804, -122.631779", 38.965804, -122.631779,  77, No      , No     , No               ,                   0, None   ,                             36.78,                      29, Yes            , No                  , Yes           ,          0.0 ,                        0,       1691.88              ,  5661.280000000001   , Churned        ,            71, Attitude       , Low               ,             1,                7,                 1,                         8, Resolved
6242-MBHPK , Female,              1, Yes    , No        ,            23, Yes          , No              , Fiber optic     , Yes                , No                 , No                 , No                 , Yes                , Yes                , Month-to-month, Yes              , Electronic check         ,           95.1 ,       2326.05, No   ,          0,                 66, 4025,                                          ,     1, United States, California, Hathaway Pines        ,    95233, "38.184914, -120.364085", 38.184914, -120.364085,  67, No      , Yes    , Yes              ,                   1, None   ,                             41.88,                      12, Yes            , No                  , Yes           ,          0.0 ,                        0,        963.24              ,  3289.29             , Stayed         ,            66, 0              , Medium            ,             1,                6,                 0,                         6, Resolved
4767-HZZHQ , Male  ,              0, Yes    , Yes       ,            30, Yes          , No              , Fiber optic     , No                 , Yes                , Yes                , No                 , No                 , No                 , Month-to-month, No               , Bank transfer (automatic),           82.05,       2570.2 , No   ,          0,                  9, 5036,                                          ,     1, United States, California, Redondo Beach         ,    90277, "33.830453, -118.384565", 33.830453, -118.384565,  32, No      , Yes    , Yes              ,                   5, Offer C,                              6.19,                      21, No             , No                  , No            ,          0.0 ,                      120,        185.7               ,  2875.9              , Stayed         ,             9, 0              , Medium            ,             1,                0,                 1,                         1, Resolved
7410-KTVFV , Male  ,              0, Yes    , No        ,            18, Yes          , No              , DSL             , No                 , No                 , Yes                , No                 , No                 , No                 , Month-to-month, Yes              , Mailed check             ,           49.55,        878.35, Yes  ,          1,                 97, 2815, Competitor offered higher download speeds,     1, United States, California, Grimes                ,    95950, "39.033058, -121.895718", 39.033058, -121.895718,  53, No      , Yes    , Yes              ,                   1, None   ,                             19.05,                      26, No             , No                  , Yes           ,          0.0 ,                        0,        342.90000000000003  ,  1221.25             , Churned        ,            90, Competitor     , Low               ,             1,                9,                 1,                        10, Resolved
2482-CZGBB , Male  ,              0, No     , No        ,            10, Yes          , No              , Fiber optic     , No                 , No                 , No                 , No                 , No                 , No                 , Month-to-month, Yes              , Electronic check         ,           70.0 ,        740.0 , Yes  ,          1,                 67, 3156, Attitude of support person               ,     1, United States, California, Anaheim               ,    92804, "33.818, -117.974404   ", 33.818   , -117.974404,  41, No      , No     , No               ,                   0, None   ,                             27.28,                      27, No             , No                  , Yes           ,          0.0 ,                        0,        272.8               ,  1012.8              , Churned        ,            67, Competitor     , Low               ,             1,                6,                 1,                         7, Resolved
3315-IKYZQ , Male  ,              0, Yes    , Yes       ,            28, No           , No phone service, DSL             , Yes                , No                 , Yes                , Yes                , Yes                , No                 , One year      , No               , Mailed check             ,           50.8 ,       1386.8 , No   ,          0,                 45, 3240,                                          ,     1, United States, California, Los Angeles           ,    90035, "34.051809, -118.383843", 34.051809, -118.383843,  42, No      , Yes    , Yes              ,                   2, Offer C,                              0.0 ,                      19, No             , Yes                 , Yes           ,          0.0 ,                        0,          0.0               ,  1386.8              , Stayed         ,            45, 0              , High              ,             1,                0,                 5,                         5, Resolved
2640-PMGFL , Male  ,              0, No     , Yes       ,            27, Yes          , Yes             , Fiber optic     , No                 , No                 , No                 , Yes                , No                 , No                 , Month-to-month, Yes              , Electronic check         ,           79.5 ,       2180.55, Yes  ,          1,                100, 2518, Lack of affordable download/upload speed ,     1, United States, California, West Sacramento       ,    95605, "38.592745, -121.540036", 38.592745, -121.540036,  35, No      , No     , No               ,                   0, None   ,                             24.72,                      29, No             , Yes                 , Yes           ,          0.0 ,                        0,        667.4399999999999   ,  2847.99             , Churned        ,            91, Price          , Low               ,             1,               10,                 1,                        11, Resolved
4644-PIZRT , Male  ,              0, Yes    , Yes       ,            17, Yes          , Yes             , DSL             , Yes                , No                 , Yes                , No                 , Yes                , No                 , One year      , Yes              , Bank transfer (automatic),           70.35,       1201.65, No   ,          0,                 35, 2704,                                          ,     1, United States, California, Long Barn             ,    95335, "38.109125, -120.078597", 38.109125, -120.078597,  36, No      , Yes    , Yes              ,                   5, None   ,                             33.24,                      76, No             , No                  , Yes           ,          0.0 ,                        0,        565.08              ,  1766.73             , Stayed         ,            35, 0              , Medium            ,             1,                0,                 4,                         4, Resolved
4304-XUMGI , Male  ,              1, Yes    , Yes       ,            50, Yes          , Yes             , DSL             , Yes                , Yes                , Yes                , No                 , No                 , Yes                , Two year      , Yes              , Bank transfer (automatic),           75.15,       3822.45, No   ,          0,                 34, 6084,                                          ,     1, United States, California, Moreno Valley         ,    92557, "33.970661, -117.255039", 33.970661, -117.255039,  74, No      , Yes    , Yes              ,                   3, None   ,                             32.9 ,                      18, Yes            , No                  , Yes           ,          0.0 ,                        0,       1645.0               ,  5467.45             , Stayed         ,            34, 0              , High              ,             1,                0,                 4,                         4, Resolved
6752-APNJL , Male  ,              0, Yes    , Yes       ,            42, Yes          , No              , DSL             , Yes                , Yes                , No                 , No                 , No                 , No                 , Month-to-month, No               , Mailed check             ,           54.5 ,       2301.15, No   ,          0,                 57, 3449,                                          ,     1, United States, California, Woodlake              ,    93286, "36.464635, -119.094348", 36.464635, -119.094348,  30, No      , Yes    , Yes              ,                   7, None   ,                             18.93,                      73, No             , No                  , Yes           ,          0.0 ,                        0,        795.06              ,  3096.21             , Stayed         ,            57, 0              , High              ,             1,                0,                 6,                         6, Resolved
1810-MVMAI , Male  ,              0, Yes    , Yes       ,            30, Yes          , Yes             , DSL             , Yes                , Yes                , Yes                , Yes                , No                 , No                 , Month-to-month, No               , Electronic check         ,           67.6 ,       2000.2 , No   ,          0,                 33, 4104,                                          ,     1, United States, California, San Jose              ,    95113, "37.333851, -121.891147", 37.333851, -121.891147,  31, No      , Yes    , Yes              ,                   4, Offer C,                             48.04,                      19, No             , Yes                 , Yes           ,          0.0 ,                        0,       1441.2               ,  3441.4              , Stayed         ,            33, 0              , Medium            ,             1,                0,                 4,                         4, Resolved
2929-ERCFZ , Female,              0, Yes    , Yes       ,             8, Yes          , No              , Fiber optic     , No                 , No                 , Yes                , No                 , Yes                , Yes                , Month-to-month, Yes              , Electronic check         ,           94.2 ,        777.3 , Yes  ,          1,                 80, 2939, Competitor offered more data             ,     1, United States, California, Independence          ,    93526, "36.869584, -118.189241", 36.869584, -118.189241,  22, Yes     , Yes    , Yes              ,                   1, Offer E,                             38.83,                      76, Yes            , No                  , Yes           ,          0.0 ,                        0,        310.64              ,  1087.94             , Churned        ,            80, Competitor     , Low               ,             1,                8,                 1,                         9, Resolved
0495-RVCBF , Female,              0, No     , No        ,             1, Yes          , No              , Fiber optic     , No                 , No                 , No                 , No                 , No                 , Yes                , Month-to-month, Yes              , Electronic check         ,           79.7 ,         79.7 , Yes  ,          1,                 75, 2066, Don't know                               ,     1, United States, California, Santa Rosa            ,    95401, "38.460517, -122.790335", 38.460517, -122.790335,  39, No      , No     , No               ,                   0, None   ,                             33.88,                      26, Yes            , No                  , Yes           ,          0.0 ,                        0,         33.88              ,   113.58             , Churned        ,            75, Other          , Medium            ,             1,                7,                 0,                         7, Resolved
2234-EOFPT , Male  ,              0, Yes    , No        ,            72, Yes          , No              , DSL             , Yes                , Yes                , No                 , Yes                , Yes                , Yes                , Two year      , Yes              , Bank transfer (automatic),           79.35,       5753.25, No   ,          0,                 55, 4278,                                          ,     1, United States, California, Santa Ana             ,    92701, "33.748478, -117.858918", 33.748478, -117.858918,  48, No      , Yes    , Yes              ,                   2, None   ,                             29.8 ,                      14, Yes            , Yes                 , No            ,          0.0 ,                       40,       2145.6               ,  7938.85             , Stayed         ,            55, 0              , Medium            ,             1,                0,                 6,                         6, Resolved
5985-TBABQ , Female,              0, No     , No        ,            32, Yes          , Yes             , DSL             , Yes                , No                 , No                 , No                 , Yes                , Yes                , One year      , No               , Mailed check             ,           74.75,       2282.95, No   ,          0,                 66, 2830,                                          ,     1, United States, California, West Sacramento       ,    95605, "38.592745, -121.540036", 38.592745, -121.540036,  45, No      , No     , No               ,                   0, Offer C,                             33.45,                       5, Yes            , No                  , Yes           ,          0.0 ,                        0,       1070.4               ,  3353.35             , Stayed         ,            66, 0              , High              ,             1,                6,                 0,                         6, Resolved
8879-XUAHX , Male  ,              0, Yes    , No        ,            71, Yes          , Yes             , Fiber optic     , Yes                , Yes                , Yes                , Yes                , Yes                , Yes                , Two year      , Yes              , Electronic check         ,          116.25,       8564.75, No   ,          0,                 47, 6124,                                          ,     1, United States, California, Irvine                ,    92614, "33.680302, -117.833296", 33.680302, -117.833296,  42, No      , Yes    , Yes              ,                   4, None   ,                              6.19,                       9, Yes            , Yes                 , Yes           ,          0.0 ,                        0,        439.49              ,  9004.24             , Stayed         ,            47, 0              , Medium            ,             1,                1,                 5,                         6, Resolved
6567-HOOPW , Female,              1, No     , No        ,             1, Yes          , No              , Fiber optic     , No                 , No                 , No                 , No                 , Yes                , No                 , Month-to-month, Yes              , Electronic check         ,           79.2 ,         79.2 , Yes  ,          1,                 76, 4363, Competitor made better offer             ,     1, United States, California, Folsom                ,    95630, "38.672638, -121.147403", 38.672638, -121.147403,  69, No      , No     , No               ,                   0, None   ,                             20.06,                      24, No             , No                  , Yes           ,          0.0 ,                        0,         20.06              ,    99.26             , Churned        ,            76, Competitor     , Medium            ,             1,                7,                 0,                         7, Resolved
9025-AOMKI , Female,              0, No     , No        ,             6, Yes          , Yes             , Fiber optic     , No                 , No                 , No                 , No                 , Yes                , Yes                , Month-to-month, Yes              , Bank transfer (automatic),           93.55,        536.4 , Yes  ,          1,                 71, 5617, Moved                                    ,     1, United States, California, Carpinteria           ,    93013, "34.441398, -119.513163", 34.441398, -119.513163,  42, No      , No     , No               ,                   0, Offer E,                             43.8 ,                       5, Yes            , No                  , Yes           ,          0.0 ,                        0,        262.79999999999995  ,   799.1999999999999  , Churned        ,            71, Other          , Low               ,             1,                7,                 0,                         7, Resolved
2189-WWOEW , Female,              0, No     , Yes       ,            15, Yes          , No              , Fiber optic     , No                 , Yes                , No                 , No                 , No                 , Yes                , Month-to-month, Yes              , Bank transfer (automatic),           85.9 ,       1269.55, Yes  ,          1,                 96, 3579, Don't know                               ,     1, United States, California, Keene                 ,    93531, "35.214982, -118.59049 ", 35.214982, -118.59049 ,  37, No      , No     , No               ,                   0, None   ,                             24.63,                      13, Yes            , No                  , Yes           ,          0.0 ,                        0,        369.45              ,  1639.0              , Churned        ,            96, Other          , Medium            ,             1,                9,                 1,                        10, Resolved
9909-IDLEK , Male  ,              0, Yes    , Yes       ,            20, Yes          , Yes             , Fiber optic     , No                 , Yes                , No                 , Yes                , Yes                , No                 , Month-to-month, No               , Mailed check             ,           96.8 ,       1826.7 , No   ,          0,                 26, 3222,                                          ,     1, United States, California, Malibu                ,    90265, "34.074572, -118.831181", 34.074572, -118.831181,  32, No      , Yes    , Yes              ,                   7, Offer D,                             42.06,                      23, No             , Yes                 , Yes           ,          0.0 ,                        0,        841.2               ,  2667.9              , Stayed         ,            26, 0              , High              ,             1,                0,                 3,                         3, NotResolved
5442-XSDCW , Male  ,              0, Yes    , Yes       ,            11, Yes          , No              , Fiber optic     , No                 , No                 , No                 , No                 , Yes                , No                 , Month-to-month, Yes              , Bank transfer (automatic),           79.5 ,        868.5 , Yes  ,          1,                 68, 3469, Extra data charges                       ,     1, United States, California, Tahoe City            ,    96145, "39.178337, -120.162806", 39.178337, -120.162806,  61, No      , Yes    , Yes              ,                   1, Offer D,                             13.33,                      19, No             , No                  , No            ,          0.0 ,                       50,        146.63              ,  1065.13             , Churned        ,            91, Competitor     , Low               ,             1,                6,                 1,                         7, Resolved
6840-RESVB , Male  ,              0, Yes    , Yes       ,            24, Yes          , Yes             , DSL             , Yes                , No                 , Yes                , Yes                , Yes                , Yes                , One year      , Yes              , Mailed check             ,           84.8 ,       1990.5 , No   ,          0,                 59, 2140,                                          ,     1, United States, California, Adelanto              ,    92301, "34.667815, -117.536183", 34.667815, -117.536183,  38, No      , Yes    , Yes              ,                   1, Offer C,                             36.05,                      24, Yes            , Yes                 , Yes           ,         48.23,                        0,        865.1999999999999   ,  2807.47             , Stayed         ,            59, 0              , Medium            ,             1,                0,                 6,                         6, NotResolved
0640-YJTPY , Male  ,              0, Yes    , Yes       ,            72, Yes          , No              , No              , No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, Two year      , No               , Bank transfer (automatic),           21.0 ,       1493.75, No   ,          0,                 71, 4974,                                          ,     1, United States, California, Smartville            ,    95977, "39.176595, -121.291692", 39.176595, -121.291692,  19, Yes     , Yes    , Yes              ,                   3, Offer A,                              5.7 ,                       0, No             , No                  , No            ,          0.0 ,                        0,        410.4               ,  1904.15             , Stayed         ,            71, 0              , High              ,             1,                7,                 1,                         8, Resolved
9761-XUJWD , Male  ,              0, No     , No        ,             5, Yes          , No              , DSL             , No                 , Yes                , No                 , Yes                , No                 , Yes                , Month-to-month, Yes              , Bank transfer (automatic),           65.6 ,        339.9 , No   ,          0,                 65, 5636,                                          ,     1, United States, California, Fresno                ,    93650, "36.841655, -119.797113", 36.841655, -119.797113,  22, Yes     , No     , No               ,                   0, None   ,                              8.6 ,                      59, Yes            , Yes                 , Yes           ,          0.0 ,                        0,         43.0               ,   382.9              , Stayed         ,            65, 0              , High              ,             1,                6,                 0,                         6, Resolved
6400-BWQKW , Female,              0, No     , No        ,             6, Yes          , Yes             , Fiber optic     , Yes                , No                 , No                 , No                 , No                 , No                 , Month-to-month, Yes              , Electronic check         ,           79.05,        434.5 , Yes  ,          1,                 99, 3263, Network reliability                      ,     1, United States, California, San Mateo             ,    94402, "37.556634, -122.317723", 37.556634, -122.317723,  51, No      , No     , No               ,                   0, None   ,                             19.74,                      27, No             , No                  , Yes           ,          0.0 ,                        0,        118.44              ,   552.94             , Churned        ,            91, Dissatisfaction, Low               ,             1,                9,                 0,                         9, Resolved
4664-NJCMS , Female,              0, Yes    , No        ,            33, No           , No phone service, DSL             , Yes                , No                 , Yes                , Yes                , Yes                , Yes                , Two year      , No               , Bank transfer (automatic),           59.55,       2016.3 , No   ,          0,                 68, 5980,                                          ,     1, United States, California, San Francisco         ,    94133, "37.802071, -122.411004", 37.802071, -122.411004,  52, No      , Yes    , Yes              ,                   7, Offer C,                              0.0 ,                       7, Yes            , Yes                 , Yes           ,          0.0 ,                        0,          0.0               ,  2016.3              , Stayed         ,            68, 0              , Medium            ,             1,                6,                 1,                         7, Resolved
0621-TWIEM , Male  ,              0, No     , No        ,            10, Yes          , No              , DSL             , No                 , No                 , No                 , No                 , No                 , No                 , Month-to-month, Yes              , Electronic check         ,           45.55,        402.6 , Yes  ,          1,                 67, 4097, Attitude of support person               ,     1, United States, California, Newhall               ,    91321, "34.370378, -118.504118", 34.370378, -118.504118,  28, Yes     , No     , No               ,                   0, Offer D,                             34.44,                      69, Yes            , No                  , Yes           ,          0.0 ,                        0,        344.4               ,   747.0              , Churned        ,            67, Attitude       , Low               ,             1,                6,                 0,                         6, Resolved
3779-OSWCF , Female,              0, Yes    , No        ,            71, Yes          , Yes             , DSL             , Yes                , Yes                , Yes                , Yes                , Yes                , Yes                , Two year      , No               , Credit card (automatic)  ,           93.2 ,       6506.15, No   ,          0,                 69, 4493,                                          ,     1, United States, California, Dillon Beach          ,    94929, "38.24458, -122.956268 ", 38.24458 , -122.956268,  38, No      , Yes    , Yes              ,                   8, None   ,                             12.12,                      23, Yes            , Yes                 , Yes           ,          0.0 ,                        0,        860.52              ,  7366.67             , Stayed         ,            69, 0              , Medium            ,             1,                6,                 0,                         6, Resolved
8988-ECPJR , Female,              1, Yes    , Yes       ,            34, Yes          , Yes             , Fiber optic     , No                 , Yes                , No                 , No                 , No                 , No                 , Month-to-month, Yes              , Mailed check             ,           79.6 ,       2718.3 , Yes  ,          1,                 66, 3980, Product dissatisfaction                  ,     1, United States, California, Van Nuys              ,    91411, "34.17847, -118.459472 ", 34.17847 , -118.459472,  79, No      , Yes    , Yes              ,                   1, Offer C,                             25.84,                      15, No             , No                  , Yes           ,          0.0 ,                        0,        878.56              ,  3596.86             , Churned        ,            66, Dissatisfaction, Low               ,             1,                6,                 0,                         6, Resolved
1428-GTBJJ , Male  ,              0, No     , No        ,            11, Yes          , No              , Fiber optic     , No                 , Yes                , No                 , No                 , No                 , No                 , Month-to-month, Yes              , Electronic check         ,           74.55,        824.75, Yes  ,          1,                 81, 4601, Long distance charges                    ,     1, United States, California, Jenner                ,    95450, "38.505995, -123.187019", 38.505995, -123.187019,  20, Yes     , No     , No               ,                   0, None   ,                              5.4 ,                      41, No             , No                  , Yes           ,          0.0 ,                        0,         59.400000000000006 ,   884.15             , Churned        ,            81, Price          , Low               ,             1,                8,                 1,                         9, Resolved
3768-NLUBH , Male  ,              1, Yes    , No        ,            57, Yes          , Yes             , Fiber optic     , No                 , No                 , Yes                , No                 , Yes                , Yes                , Month-to-month, No               , Electronic check         ,          100.6 ,       5746.15, Yes  ,          1,                 74, 5247, Network reliability                      ,     1, United States, California, Torrance              ,    90503, "33.840399, -118.353714", 33.840399, -118.353714,  73, No      , Yes    , Yes              ,                   1, Offer B,                             42.1 ,                       3, No             , No                  , Yes           ,          0.0 ,                        0,       2399.7000000000003   ,  8145.85             , Churned        ,            74, Dissatisfaction, Low               ,             1,                7,                 1,                         8, Resolved
7639-LIAYI , Male  ,              0, No     , No        ,            52, Yes          , Yes             , DSL             , Yes                , No                 , No                 , Yes                , Yes                , Yes                , Two year      , Yes              , Credit card (automatic)  ,           79.75,       4217.8 , No   ,          0,                 49, 4142,                                          ,     1, United States, California, Los Angeles           ,    90057, "34.061918, -118.277939", 34.061918, -118.277939,  23, Yes     , No     , No               ,                   0, Offer B,                             29.16,                      73, Yes            , Yes                 , Yes           ,          0.0 ,                        0,       1516.32              ,  5734.12             , Stayed         ,            49, 0              , High              ,             1,                1,                 5,                         6, Resolved
8731-WBBMB , Female,              0, Yes    , No        ,            26, Yes          , No              , DSL             , No                 , Yes                , Yes                , Yes                , Yes                , Yes                , Month-to-month, No               , Bank transfer (automatic),           81.9 ,       2078.55, No   ,          0,                 55, 3350,                                          ,     1, United States, California, San Diego             ,    92117, "32.825086, -117.199424", 32.825086, -117.199424,  26, Yes     , Yes    , Yes              ,                   7, None   ,                             11.23,                      48, Yes            , Yes                 , Yes           ,         44.86,                        0,        291.98              ,  2325.67             , Stayed         ,            55, 0              , High              ,             1,                0,                 6,                         6, Resolved
2737-WFVYW , Female,              0, No     , No        ,             2, No           , No phone service, DSL             , No                 , No                 , No                 , No                 , Yes                , Yes                , Month-to-month, Yes              , Electronic check         ,           45.25,         85.5 , Yes  ,          1,                 74, 4566, Product dissatisfaction                  ,     1, United States, California, Marina Del Rey        ,    90292, "33.977468, -118.445475", 33.977468, -118.445475,  28, Yes     , No     , No               ,                   0, None   ,                              0.0 ,                      48, Yes            , No                  , No            ,          0.0 ,                       10,          0.0               ,    95.5              , Churned        ,            74, Dissatisfaction, Low               ,             1,                7,                 1,                         8, Resolved
3580-HYCSP , Male  ,              0, Yes    , Yes       ,            72, Yes          , Yes             , Fiber optic     , Yes                , Yes                , Yes                , No                 , Yes                , Yes                , Two year      , Yes              , Bank transfer (automatic),          110.3 ,       7966.9 , No   ,          0,                 73, 5780,                                          ,     1, United States, California, Midway City           ,    92655, "33.744439, -117.98588 ", 33.744439, -117.98588 ,  44, No      , Yes    , Yes              ,                  10, None   ,                             33.01,                      51, Yes            , No                  , Yes           ,          0.0 ,                        0,       2376.72              , 10343.62             , Stayed         ,            73, 0              , Medium            ,             1,                7,                 0,                         7, Resolved
